측정소명,초미세먼지,오존
강서구,17,0.032
양천구,18,0.028
동작구,21,0.025
구로구,19,0.043
금천구,19,0.029
영등포구,17,0.033
관악구,15,0.032
강남구,23,0.036
서초구,30,0.042
송파구,20,0.034
강동구,29,0.034
용산구,18,0.041
종로구,25,0.032
중구,23,0.035
은평구,32,0.041
서대문구,33,0.043
마포구,15,0.035
성북구,22,0.036
강북구,26,0.038
노원구,29,0.019
동대문구,18,0.036
성동구,22,0.039
광진구,29,0.032
도봉구,30,0.038
중랑구,0,0
금천구,26,0.03
강서구,15,0.037
관악구,19,0.034
양천구,16,0.032
구로구,36,0.048
영등포구,14,0.038
동작구,27,0.027
강남구,26,0.041
강동구,28,0.037
송파구,22,0.037
서초구,35,0.047
종로구,32,0.035
중구,35,0.036
용산구,30,0.044
은평구,41,0.044
서대문구,32,0.046
마포구,22,0.038
성동구,27,0.037
중랑구,0,0
성북구,29,0.037
동대문구,29,0.039
광진구,42,0.031
노원구,27,0.033
강북구,28,0.039
도봉구,29,0.042
영등포구,28,0.042
금천구,29,0.037
양천구,27,0.034
동작구,32,0.03
강서구,18,0.04
구로구,36,0.05
관악구,23,0.038
서초구,45,0.047
강동구,27,0.037
강남구,32,0.042
송파구,22,0.039
종로구,28,0.029
용산구,21,0.042
중구,35,0.029
서대문구,44,0.04
은평구,37,0.042
마포구,30,0.034
강북구,31,0.037
광진구,36,0.034
동대문구,23,0.031
노원구,25,0.038
성북구,28,0.034
성동구,21,0.038
도봉구,35,0.037
중랑구,0,0
금천구,26,0.037
관악구,22,0.038
강서구,30,0.04
영등포구,26,0.041
양천구,35,0.035
구로구,38,0.052
동작구,28,0.03
송파구,21,0.041
강동구,23,0.041
서초구,46,0.049
강남구,26,0.044
용산구,21,0.048
중구,32,0.033
종로구,25,0.031
은평구,34,0.033
서대문구,38,0.036
마포구,23,0.035
노원구,24,0.032
강북구,28,0.032
중랑구,0,0
동대문구,20,0.035
도봉구,30,0.035
광진구,36,0.037
성동구,22,0.043
성북구,27,0.029
강서구,30,0.038
동작구,26,0.031
구로구,33,0.052
관악구,20,0.04
금천구,25,0.036
양천구,30,0.034
영등포구,23,0.043
송파구,21,0.042
강남구,26,0.046
서초구,37,0.052
강동구,30,0.043
용산구,22,0.044
종로구,24,0.03
중구,28,0.032
마포구,23,0.035
은평구,27,0.032
서대문구,34,0.035
강북구,28,0.034
동대문구,19,0.035
성동구,21,0.044
광진구,30,0.035
도봉구,25,0.036
노원구,23,0.032
중랑구,0,0
성북구,27,0.032
동작구,24,0.032
구로구,31,0.054
금천구,20,0.037
강서구,25,0.04
영등포구,21,0.042
관악구,21,0.041
양천구,29,0.033
강남구,23,0.049
강동구,22,0.043
송파구,20,0.044
서초구,0,0.054
종로구,23,0.029
중구,24,0.03
용산구,20,0.045
마포구,21,0.031
은평구,26,0.039
서대문구,27,0.042
성동구,16,0.046
중랑구,0,0
성북구,22,0.036
노원구,23,0.032
동대문구,16,0.034
광진구,28,0.036
강북구,27,0.031
도봉구,25,0.038
강서구,22,0.036
금천구,21,0.035
구로구,31,0.046
관악구,21,0.039
영등포구,23,0.038
동작구,21,0.033
양천구,24,0.031
강동구,23,0.044
서초구,37,0.054
송파구,20,0.044
강남구,22,0.048
종로구,19,0.032
중구,20,0.034
용산구,18,0.039
마포구,16,0.032
은평구,29,0.041
서대문구,24,0.044
강북구,26,0.033
광진구,21,0.031
중랑구,0,0
도봉구,24,0.043
성동구,17,0.04
동대문구,14,0.04
성북구,22,0.039
노원구,21,0.034
관악구,21,0.034
양천구,21,0.027
구로구,26,0.039
강서구,19,0.038
금천구,20,0.031
동작구,19,0.033
영등포구,16,0.032
서초구,33,0.052
강동구,20,0.037
강남구,20,0.044
송파구,17,0.04
종로구,20,0.034
용산구,17,0.045
중구,18,0.037
서대문구,27,0.041
은평구,24,0.045
마포구,15,0.036
중랑구,0,0
강북구,26,0.04
광진구,24,0.033
노원구,24,0.038
동대문구,13,0.042
도봉구,25,0.05
성북구,20,0.04
성동구,20,0.041
강서구,17,0.041
금천구,19,0.029
관악구,20,0.03
영등포구,15,0.043
구로구,26,0.044
동작구,19,0.028
양천구,19,0.035
강남구,22,0.041
송파구,20,0.031
서초구,30,0.042
강동구,26,0.036
종로구,19,0.036
용산구,17,0.039
중구,20,0.037
서대문구,21,0.049
은평구,23,0.049
마포구,17,0.035
성동구,21,0.04
광진구,23,0.032
노원구,26,0.037
성북구,27,0.041
강북구,28,0.047
중랑구,0,0
동대문구,14,0.043
도봉구,21,0.047
관악구,19,0.038
영등포구,16,0.04
강서구,19,0.044
구로구,25,0.046
금천구,20,0.032
동작구,22,0.03
양천구,20,0.035
송파구,21,0.03
강동구,24,0.038
강남구,23,0.038
서초구,32,0.043
용산구,19,0.048
중구,25,0.038
종로구,26,0.036
은평구,30,0.051
마포구,21,0.033
서대문구,25,0.049
중랑구,0,0
동대문구,19,0.041
노원구,32,0.039
성북구,27,0.042
성동구,26,0.052
광진구,27,0.043
도봉구,27,0.049
강북구,34,0.044
영등포구,27,0.038
금천구,23,0.034
강서구,22,0.039
동작구,24,0.031
관악구,23,0.04
구로구,27,0.053
양천구,28,0.032
강남구,23,0.049
송파구,18,0.043
서초구,31,0.051
강동구,32,0.049
중구,26,0.047
용산구,21,0.06
종로구,28,0.044
마포구,24,0.038
은평구,31,0.051
서대문구,28,0.05
성북구,28,0.053
노원구,32,0.049
광진구,26,0.042
도봉구,25,0.062
동대문구,22,0.053
성동구,26,0.055
중랑구,0,0
강북구,36,0.051
영등포구,23,0.046
관악구,23,0.05
양천구,28,0.037
구로구,28,0.062
강서구,25,0.043
동작구,26,0.036
금천구,22,0.038
송파구,23,0.047
강동구,30,0.048
서초구,36,0.063
강남구,27,0.053
중구,33,0.048
종로구,37,0.044
용산구,30,0.057
은평구,37,0.067
마포구,26,0.048
서대문구,32,0.064
광진구,40,0.044
성북구,41,0.052
중랑구,0,0
동대문구,29,0.052
도봉구,33,0.061
강북구,38,0.051
성동구,34,0.059
노원구,30,0.045
금천구,24,0.038
동작구,29,0.037
강서구,27,0.055
구로구,28,0.065
관악구,28,0.049
영등포구,30,0.055
양천구,28,0.046
강동구,34,0.051
강남구,33,0.056
서초구,36,0.061
송파구,29,0.054
중구,33,0.05
종로구,29,0.045
용산구,29,0.061
은평구,36,0.064
서대문구,39,0.061
마포구,29,0.051
중랑구,0,0
노원구,28,0.044
강북구,37,0.049
광진구,34,0.043
동대문구,25,0.054
성북구,33,0.051
도봉구,33,0.057
성동구,29,0.063
금천구,24,0.043
양천구,28,0.048
구로구,37,0.066
강서구,28,0.059
영등포구,29,0.057
동작구,31,0.039
관악구,28,0.054
송파구,27,0.055
강동구,29,0.051
서초구,45,0.062
강남구,29,0.055
중구,28,0.043
용산구,26,0.056
종로구,28,0.041
서대문구,38,0.058
마포구,29,0.047
은평구,34,0.059
성북구,33,0.046
중랑구,0,0
동대문구,21,0.05
성동구,30,0.058
강북구,30,0.045
도봉구,28,0.051
광진구,30,0.04
노원구,27,0.042
양천구,33,0.045
강서구,32,0.055
관악구,33,0.053
동작구,29,0.038
구로구,37,0.066
금천구,29,0.045
영등포구,30,0.055
서초구,42,0.058
송파구,29,0.048
강동구,29,0.049
강남구,27,0.05
종로구,23,0.038
용산구,21,0.053
중구,27,0.04
은평구,29,0.053
서대문구,32,0.051
마포구,24,0.043
광진구,23,0.037
강북구,28,0.043
성북구,28,0.043
노원구,21,0.039
도봉구,27,0.049
중랑구,0,0
성동구,23,0.055
동대문구,19,0.046
양천구,29,0.042
구로구,38,0.06
금천구,24,0.041
동작구,23,0.034
영등포구,27,0.049
관악구,26,0.046
강서구,29,0.051
강남구,23,0.052
서초구,36,0.054
강동구,19,0.042
송파구,22,0.046
종로구,18,0.036
용산구,19,0.049
중구,24,0.037
마포구,21,0.039
서대문구,25,0.047
은평구,24,0.048
중랑구,0,0
강북구,23,0.041
동대문구,16,0.042
성동구,17,0.046
성북구,24,0.04
도봉구,26,0.042
노원구,21,0.033
광진구,18,0.03
관악구,25,0.041
구로구,29,0.052
강서구,22,0.044
영등포구,22,0.043
양천구,27,0.037
동작구,19,0.033
금천구,25,0.036
서초구,29,0.052
강동구,21,0.037
강남구,19,0.038
송파구,22,0.041
종로구,13,0.03
중구,18,0.037
용산구,17,0.041
은평구,19,0.045
마포구,16,0.038
서대문구,20,0.044
도봉구,17,0.036
성북구,21,0.033
강북구,18,0.034
중랑구,0,0
노원구,13,0.029
성동구,15,0.039
광진구,18,0.032
동대문구,11,0.033
금천구,18,0.034
영등포구,17,0.041
양천구,15,0.035
동작구,14,0.032
관악구,18,0.041
강서구,17,0.043
구로구,25,0.05
강동구,13,0.037
서초구,22,0.047
송파구,17,0.036
강남구,14,0.034
용산구,14,0.036
중구,16,0.027
종로구,12,0.027
마포구,12,0.033
은평구,16,0.04
서대문구,19,0.04
도봉구,15,0.023
성북구,0,0
강북구,16,0.025
광진구,17,0.025
노원구,12,0.02
동대문구,9,0.03
중랑구,0,0
성동구,13,0.037
양천구,11,0.027
영등포구,11,0.035
금천구,16,0.031
강서구,12,0.03
동작구,14,0.028
구로구,20,0.043
관악구,14,0.038
강남구,12,0.031
서초구,0,0.046
강동구,14,0.035
송파구,12,0.033
용산구,12,0.025
중구,12,0.024
종로구,11,0.022
마포구,10,0.026
서대문구,15,0.034
은평구,11,0.033
광진구,6,0.012
성동구,12,0.026
노원구,11,0.017
도봉구,12,0.013
중랑구,0,0
강북구,13,0.014
동대문구,8,0.02
성북구,0,0
동작구,12,0.02
영등포구,10,0.028
양천구,12,0.022
관악구,11,0.028
금천구,12,0.023
구로구,13,0.034
강서구,11,0.03
강동구,13,0.027
강남구,12,0.026
서초구,15,0.037
송파구,12,0.026
용산구,11,0.028
종로구,10,0.022
중구,10,0.02
마포구,9,0.021
서대문구,18,0.034
은평구,11,0.027
중랑구,0,0
광진구,7,0.004
동대문구,10,0.013
성북구,8,0.004
도봉구,12,0.01
성동구,12,0.02
노원구,9,0.017
강북구,12,0.013
금천구,13,0.023
구로구,13,0.03
강서구,13,0.024
동작구,12,0.021
양천구,10,0.021
영등포구,9,0.024
관악구,9,0.029
서초구,15,0.036
송파구,12,0.024
강남구,12,0.021
강동구,13,0.003
종로구,11,0.02
용산구,10,0.023
중구,11,0.023
서대문구,10,0.033
은평구,7,0.024
마포구,8,0.021
성동구,10,0.021
중랑구,0,0
도봉구,8,0.008
성북구,10,0.003
노원구,17,0.007
광진구,11,0.003
동대문구,8,0.008
강북구,12,0.013
강서구,10,0.025
양천구,10,0.026
관악구,8,0.03
동작구,11,0.022
영등포구,8,0.026
금천구,11,0.024
구로구,13,0.029
강동구,13,0.002
서초구,13,0.036
강남구,11,0.023
송파구,10,0.02
중구,11,0.018
종로구,12,0.014
용산구,8,0.025
서대문구,12,0.026
은평구,6,0.028
마포구,9,0.023
도봉구,10,0.008
성북구,10,0.002
강북구,10,0.011
광진구,8,0.008
성동구,10,0.02
중랑구,0,0
동대문구,7,0.008
노원구,12,0.02
금천구,12,0.028
구로구,12,0.036
양천구,9,0.025
관악구,8,0.035
영등포구,7,0.027
강서구,7,0.027
동작구,12,0.025
송파구,12,0.022
강동구,14,0.002
서초구,12,0.038
강남구,13,0.026
종로구,10,0.019
중구,9,0.02
용산구,10,0.023
은평구,7,0.035
마포구,6,0.031
서대문구,7,0.039
강북구,11,0.012
광진구,10,0.007
동대문구,6,0.014
성북구,10,0.004
도봉구,8,0.018
성동구,9,0.019
노원구,10,0.024
중랑구,0,0
관악구,6,0.037
양천구,9,0.025
금천구,12,0.03
영등포구,7,0.032
구로구,11,0.041
강서구,8,0.032
동작구,10,0.022
강동구,11,0.003
서초구,12,0.042
강남구,10,0.011
송파구,10,0.02
용산구,7,0.021
종로구,9,0.023
중구,9,0.03
서대문구,9,0.045
마포구,7,0.032
은평구,8,0.045
중랑구,0,0
성북구,10,0.017
도봉구,7,0.021
강북구,12,0.017
성동구,12,0.017
노원구,10,0.023
광진구,7,0.012
동대문구,5,0.019
동작구,8,0.021
관악구,7,0.038
영등포구,8,0.036
강서구,10,0.035
양천구,9,0.029
금천구,9,0.034
구로구,10,0.044
송파구,5,0.02
서초구,10,0.04
강동구,12,0.003
강남구,11,0.014
종로구,8,0.021
용산구,9,0.033
중구,7,0.033
마포구,6,0.032
은평구,6,0.042
서대문구,9,0.034
동대문구,4,0.028
도봉구,8,0.022
노원구,9,0.02
강북구,10,0.016
성동구,8,0.018
광진구,6,0.01
성북구,8,0.016
중랑구,0,0
관악구,7,0.037
금천구,8,0.034
구로구,10,0.044
동작구,8,0.02
양천구,8,0.029
영등포구,6,0.036
강서구,8,0.032
강남구,9,0.016
강동구,11,0.006
서초구,11,0.037
송파구,8,0.02
중구,10,0.034
종로구,9,0.03
용산구,7,0.038
은평구,7,0.038
서대문구,8,0.035
마포구,7,0.032
동대문구,5,0.019
도봉구,5,0.02
성동구,8,0.032
중랑구,0,0
성북구,8,0.014
광진구,6,0.01
강북구,7,0.026
노원구,11,0.012
강서구,9,0.03
구로구,10,0.043
영등포구,8,0.035
양천구,10,0.028
동작구,9,0.025
금천구,10,0.035
관악구,6,0.037
강남구,10,0.029
강동구,9,0.019
송파구,10,0.026
서초구,9,0.04
중구,10,0.027
종로구,10,0.025
용산구,8,0.032
마포구,6,0.03
은평구,7,0.035
서대문구,9,0.034
성북구,9,0.017
중랑구,0,0
노원구,11,0.017
도봉구,6,0.024
강북구,9,0.037
성동구,8,0.029
동대문구,5,0.022
광진구,6,0.016
강서구,9,0.026
동작구,11,0.019
관악구,5,0.034
구로구,8,0.042
금천구,9,0.032
양천구,9,0.026
영등포구,7,0.035
강동구,9,0.025
송파구,9,0.02
서초구,10,0.036
강남구,8,0.031
종로구,10,0.022
중구,9,0.021
용산구,10,0.021
서대문구,10,0.032
은평구,9,0.029
마포구,9,0.026
노원구,14,0.014
중랑구,0,0
광진구,0,0.018
성동구,7,0.029
도봉구,10,0.026
강북구,9,0.029
동대문구,7,0.022
성북구,6,0.019
구로구,10,0.039
강서구,12,0.025
동작구,12,0.012
관악구,8,0.028
양천구,10,0.025
금천구,9,0.029
영등포구,10,0.031
강동구,8,0.025
송파구,11,0.018
서초구,9,0.031
강남구,10,0.034
종로구,10,0.021
중구,10,0.016
용산구,10,0.016
마포구,8,0.022
은평구,7,0.03
서대문구,11,0.031
노원구,9,0.017
동대문구,6,0.019
성동구,9,0.029
강북구,9,0.027
광진구,5,0.017
성북구,6,0.017
중랑구,0,0
도봉구,10,0.029
관악구,9,0.027
양천구,10,0.026
강서구,9,0.027
구로구,11,0.03
금천구,13,0.024
동작구,13,0.01
영등포구,8,0.022
서초구,9,0.028
강남구,10,0.026
강동구,8,0.02
송파구,8,0.017
중구,8,0.025
용산구,11,0.02
종로구,11,0.024
마포구,6,0.028
서대문구,7,0.035
은평구,6,0.027
노원구,9,0.024
성동구,11,0.02
도봉구,6,0.034
중랑구,0,0
광진구,6,0.017
강북구,11,0.034
동대문구,5,0.027
성북구,5,0.026
양천구,11,0.025
영등포구,6,0.03
동작구,12,0.013
강서구,12,0.026
구로구,11,0.04
금천구,15,0.011
관악구,15,0.018
송파구,10,0.017
강동구,10,0.017
강남구,12,0.023
서초구,11,0.022
중구,9,0.027
용산구,8,0.024
종로구,9,0.027
은평구,7,0.031
마포구,7,0.029
서대문구,9,0.034
성북구,9,0.025
광진구,8,0.02
성동구,9,0.023
중랑구,0,0
강북구,11,0.033
노원구,9,0.024
동대문구,5,0.027
도봉구,6,0.033
동작구,8,0.019
영등포구,7,0.033
강서구,12,0.029
금천구,12,0.02
관악구,12,0.023
구로구,12,0.043
양천구,10,0.025
송파구,10,0.022
강남구,12,0.021
서초구,15,0.029
강동구,11,0.019
중구,9,0.026
용산구,8,0.033
종로구,9,0.029
서대문구,12,0.03
은평구,6,0.033
마포구,7,0.027
동대문구,4,0.03
중랑구,0,0
성동구,8,0.033
도봉구,7,0.032
강북구,12,0.03
노원구,12,0.025
성북구,9,0.025
광진구,4,0.023
금천구,11,0.023
양천구,12,0.022
관악구,14,0.028
영등포구,7,0.03
강서구,12,0.026
동작구,8,0.024
구로구,12,0.04
송파구,8,0.025
서초구,8,0.038
강남구,12,0.028
강동구,13,0.025
종로구,10,0.027
용산구,6,0.035
중구,9,0.024
은평구,7,0.03
서대문구,8,0.032
마포구,5,0.024
성북구,4,0.024
중랑구,0,0
도봉구,5,0.032
성동구,7,0.038
동대문구,4,0.033
노원구,11,0.024
강북구,11,0.031
광진구,3,0.025
양천구,10,0.025
관악구,9,0.027
동작구,4,0.026
구로구,6,0.037
영등포구,7,0.03
강서구,9,0.029
금천구,10,0.022
강동구,9,0.029
강남구,9,0.034
송파구,7,0.03
서초구,9,0.041
용산구,7,0.033
종로구,10,0.028
중구,7,0.026
서대문구,6,0.034
마포구,6,0.029
은평구,5,0.035
성동구,9,0.035
노원구,13,0.025
광진구,3,0.03
동대문구,5,0.032
성북구,4,0.026
도봉구,6,0.036
강북구,11,0.034
중랑구,0,0
금천구,11,0.026
강서구,10,0.033
양천구,11,0.028
동작구,9,0.029
구로구,5,0.038
영등포구,6,0.03
관악구,8,0.03
서초구,7,0.043
강동구,14,0.033
강남구,13,0.036
송파구,4,0.035
용산구,6,0.037
중구,7,0.031
종로구,10,0.03
서대문구,3,0.04
마포구,5,0.032
은평구,5,0.04
성북구,1,0.034
성동구,8,0.034
노원구,10,0.03
도봉구,2,0.04
동대문구,5,0.035
중랑구,0,0
광진구,4,0.029
강북구,9,0.036
관악구,6,0.034
영등포구,6,0.034
강서구,8,0.036
금천구,7,0.029
동작구,11,0.029
구로구,5,0.044
양천구,9,0.032
강동구,11,0.036
서초구,8,0.042
강남구,11,0.036
